gene_id	gene_symbol	cluster
FBgn0031391	CG11723	2
FBgn0031392	AIF	2
FBgn0031393	CG15382	2
FBgn0031395	CG10874	2
FBgn0031397	CG15385	2
FBgn0031398	daed	2
FBgn0031399	mio	2
FBgn0031401	papi	2
FBgn0031403	CG15387	2
FBgn0031413	CG9967	2
FBgn0031418	CG3609	2
FBgn0031419	Mterf4	2
FBgn0031420	Atxn7	2
FBgn0031422	PIG-Wa	2
FBgn0031428	CG9886	2
FBgn0031434	insv	2
FBgn0031435	Elba2	2
FBgn0031436	ND-B17.2	2
FBgn0031437	Arpc5	2
FBgn0031450	Hrs	2
FBgn0031451	CG9961	1
FBgn0031452	Cwc25	2
FBgn0031453	Bacc	2
FBgn0031456	Tnpo-SR	2
FBgn0031457	Snx21	2
FBgn0031458	aph-1	2
FBgn0031459	HINT1	2
FBgn0031461	daw	2
FBgn0031463	G6p	3
FBgn0031465	CG3123	3
FBgn0031468	CG2975	2
FBgn0031474	CG2991	2
FBgn0031478	Acbp7	2
FBgn0031479	Prx6a	2
FBgn0031483	CG9641	2
FBgn0031484	CG3165	2
FBgn0031485	CG9643	2
FBgn0031488	Ccdc85	2
FBgn0031489	CG17224	2
FBgn0031490	CG17264	2
FBgn0031491	alpha4GT1	2
FBgn0031492	Prp40	2
FBgn0031493	Sf3b2	2
FBgn0031494	CG17219	2
FBgn0031495	GABPI	2
FBgn0031496	CG17258	2
FBgn0031497	SerRS	2
FBgn0031498	CG17260	2
FBgn0031500	Rtn4ip1	2
FBgn0031501	CG17261	3
FBgn0031505	ND-B14.5B	2
FBgn0031516	CG9663	2
FBgn0031519	Fign	2
FBgn0031528	CG15412	2
FBgn0031529	CG9662	2
FBgn0031530	Pgant2	2
FBgn0031534	Snx1	2
FBgn0031535	CG12795	2
FBgn0031536	Cog3	2
FBgn0031538	CG3246	2
FBgn0031540	Pif1	2
FBgn0031544	CG17593	2
FBgn0031547	Sr-CIV	3
FBgn0031549	Spindly	2
FBgn0031558	CG16704	1
FBgn0031560	CG16713	1
FBgn0031564	CG2816	3
FBgn0031566	CG2818	2
FBgn0031571	bark	2
FBgn0031573	CG3407	2
FBgn0031574	TTLL4B	2
FBgn0031575	Cep97	2
FBgn0031589	Naprt	2
FBgn0031590	CG3702	2
FBgn0031597	CG17612	2
FBgn0031598	Vps53	2
FBgn0031600	CG3652	2
FBgn0031601	Dim1	2
FBgn0031603	CG15432	2
FBgn0031604	Elp3	2
FBgn0031606	CG15439	2
FBgn0031607	Secp43	2
FBgn0031608	CG15435	2
FBgn0031609	CG15443	2
FBgn0031610	Paris	2
FBgn0031611	FIG4	2
FBgn0031613	HP6	2
FBgn0031619	CG3355	2
FBgn0031623	Taf12L	2
FBgn0031628	CG3294	2
FBgn0031630	CG15629	2
FBgn0031631	CG3225	2
FBgn0031632	CG15628	2
FBgn0031633	Fnta	2
FBgn0031635	tank	2
FBgn0031637	mxt	2
FBgn0031638	CG11927	2
FBgn0031639	mRpS2	2
FBgn0031640	Mon1	2
FBgn0031643	CG3008	2
FBgn0031645	CG3036	2
FBgn0031646	snsl	2
FBgn0031651	mRpL24	2
FBgn0031652	jet	2
FBgn0031653	Jon25Biii	1
FBgn0031654	Jon25Bii	1
FBgn0031655	Marcal1	2
FBgn0031657	Polr1C	2
FBgn0031659	CG14043	2
FBgn0031660	mRpL28	2
FBgn0031661	Gmd	2
FBgn0031662	CG3792	2
FBgn0031663	CG8891	2
FBgn0031664	CG8892	2
FBgn0031670	SelT	2
FBgn0031673	CG31650	2
FBgn0031675	CG9121	2
FBgn0031676	senju	2
FBgn0031677	CG14036	2
FBgn0031678	Nepl3	1
FBgn0031681	Pgant5	2
FBgn0031682	CG5828	2
FBgn0031683	CG4230	2
FBgn0031684	ND-13A	2
FBgn0031688	Cyp28d2	2
FBgn0031693	Cyp4ac1	1
FBgn0031696	Bub1	2
FBgn0031698	Ncoa6	2
FBgn0031708	CG7382	2
FBgn0031710	Vps52	2
FBgn0031711	Elp4	2
FBgn0031713	Coq6	2
FBgn0031717	Gnpda	2
FBgn0031734	CG11147	2
FBgn0031735	CG11029	2
FBgn0031736	CG11030	2
FBgn0031737	obst-E	1
FBgn0031738	CG9171	2
FBgn0031739	CG14005	2
FBgn0031740	CG7239	2
FBgn0031741	CG11034	2
FBgn0031745	rau	2
FBgn0031752	CG9044	2
FBgn0031756	CG13992	3
FBgn0031759	Kdm5	2
FBgn0031760	Tsp26A	2
FBgn0031763	CG13996	2
FBgn0031764	CG9107	2
FBgn0031766	CG9117	2
FBgn0031768	IPIP	2
FBgn0031769	CG9135	2
FBgn0031771	ND-51	2
FBgn0031772	CG13994	2
FBgn0031773	Fbw5	2
FBgn0031774	CG9147	2
FBgn0031776	Pfdn1	2
FBgn0031777	CG9154	2
FBgn0031779	CG9175	2
FBgn0031782	WDR79	2
FBgn0031799	Pez	2
FBgn0031805	Nepl4	1
FBgn0031813	Acox3	2
FBgn0031814	retm	2
FBgn0031815	frj	2
FBgn0031816	Rchy1	2
FBgn0031817	HemK1	2
FBgn0031818	CG9536	2
FBgn0031820	Daxx	2
FBgn0031822	Phf5a	2
FBgn0031824	CG9547	2
FBgn0031829	IFT52	2
FBgn0031830	COX5B	2
FBgn0031832	Trmt6	2
FBgn0031834	CG13766	2
FBgn0031836	CG11050	2
FBgn0031848	Nse1	2
FBgn0031850	Tsp	2
FBgn0031851	Aatf	2
FBgn0031868	Rat1	2
FBgn0031871	Fgop2	2
FBgn0031872	ihog	2
FBgn0031873	Gas41	2
FBgn0031874	CG13775	2
FBgn0031875	CG3430	2
FBgn0031876	Atac1	2
FBgn0031877	Hmgcl	2
FBgn0031878	sip2	2
FBgn0031879	uif	2
FBgn0031881	MME1	2
FBgn0031882	Rab30	2
FBgn0031883	Caper	2
FBgn0031885	Mnn1	2
FBgn0031886	Nuf2	2
FBgn0031888	Pvf2	2
FBgn0031893	MICU1	2
FBgn0031894	CG4496	2
FBgn0031895	CG4497	2
FBgn0031896	CG4502	2
FBgn0031897	CG13784	2
FBgn0031902	Wnt6	2
FBgn0031904	CG5149	2
FBgn0031907	Tpp	3
FBgn0031908	Tppl	2
FBgn0031909	CG5181	2
FBgn0031914	CG5973	2
FBgn0031918	CG6055	3
FBgn0031926	CG6739	2
FBgn0031947	Brd7-9	2
FBgn0031950	Herp	2
FBgn0031951	r2d2	2
FBgn0031952	Cdc14	2
FBgn0031957	TwdlE	2
FBgn0031959	spz3	2
FBgn0031961	CG7102	2
FBgn0031968	CG7231	2
FBgn0031969	pes	1
FBgn0031971	Sirup	2
FBgn0031972	Wwox	2
FBgn0031973	Spn28Dc	2
FBgn0031974	CG12560	2
FBgn0031976	CG7367	2
FBgn0031977	baf	2
FBgn0031979	CCDC53	2
FBgn0031980	RpL36A	2
FBgn0031981	Megf8	2
FBgn0031985	mon2	2
FBgn0031987	CG12375	2
FBgn0031988	CG8668	2
FBgn0031990	PAPLA1	2
FBgn0031992	Acbp1	2
FBgn0031995	CG8475	2
FBgn0031996	CG8460	2
FBgn0031997	PGAP5	2
FBgn0031998	SLC5A11	2
FBgn0032000	CG8372	2
FBgn0032001	CG8360	2
FBgn0032002	CG8353	2
FBgn0032004	CG8292	3
FBgn0032005	Snx6	2
FBgn0032006	Pvr	2
FBgn0032014	CG7840	2
FBgn0032015	Ostgamma	2
FBgn0032016	Mettl14	2
FBgn0032017	CG7810	2
FBgn0032018	CG7806	2
FBgn0032020	strat	2
FBgn0032022	CG14275	3
FBgn0032025	CG7778	3
FBgn0032026	CG7627	2
FBgn0032029	CG17292	2
FBgn0032030	Wdr82	2
FBgn0032031	CG13390	2
FBgn0032032	CG17294	2
FBgn0032033	Tmem126	2
FBgn0032034	Rcd4	2
FBgn0032036	CG13384	2
FBgn0032040	CG13386	3
FBgn0032042	CG13398	2
FBgn0032047	CG13088	2
FBgn0032050	CG13096	2
FBgn0032051	CG13097	2
FBgn0032052	PIG-U	2
FBgn0032053	mRpL51	2
FBgn0032054	Mocs3	2
FBgn0032059	PrBP	2
FBgn0032076	Argl	2
FBgn0032077	CG9515	2
FBgn0032078	C1GalTA	2
FBgn0032084	CG13101	2
FBgn0032089	Rcd-1r	2
FBgn0032100	CG13108	2
FBgn0032101	CG9586	2
FBgn0032105	borr	2
FBgn0032117	FucTB	2
FBgn0032120	CG33298	2
FBgn0032123	Oatp30B	2
FBgn0032130	brwl	2
FBgn0032132	CG4382	2
FBgn0032135	GlcAT-S	2
FBgn0032138	CG4364	2
FBgn0032140	CG13117	2
FBgn0032147	IP3K1	2
FBgn0032149	CG4036	2
FBgn0032150	CG13123	2
FBgn0032153	CG4537	2
FBgn0032154	mtDNA-helicase	2
FBgn0032156	CG13124	2
FBgn0032157	Etl1	2
FBgn0032160	CG4598	2
FBgn0032161	CG4594	2
FBgn0032162	CG4592	2
FBgn0032166	CG4619	2
FBgn0032167	CG5853	2
FBgn0032168	CG13126	2
FBgn0032169	CG4709	2
FBgn0032170	CG4658	2
FBgn0032171	CG5846	2
FBgn0032172	CG5850	2
FBgn0032189	Ripalpha	2
FBgn0032191	Snx17	2
FBgn0032192	CG5731	2
FBgn0032193	CG5727	2
FBgn0032194	ath	2
FBgn0032195	Bcs1	2
FBgn0032196	CG5708	2
FBgn0032197	ova	2
FBgn0032198	eEF1delta	2
FBgn0032200	Fundc1	2
FBgn0032202	REPTOR-BP	2
FBgn0032204	CG4953	2
FBgn0032205	CG4957	2
FBgn0032208	Ufd4	2
FBgn0032210	CYLD	2
FBgn0032213	Sph35	2
FBgn0032214	CG4968	2
FBgn0032216	Usp14	2
FBgn0032217	CG4972	2
FBgn0032221	Schip1	2
FBgn0032222	Cox10	2
FBgn0032223	GATAd	2
FBgn0032224	Sps2	2
FBgn0032225	Frmd5	3
FBgn0032228	CtsL4	2
FBgn0032229	ClpP	2
FBgn0032230	lft	2
FBgn0032231	Oser1	2
FBgn0032233	dpr19	2
FBgn0032234	gny	2
FBgn0032235	CG5096	3
FBgn0032236	mRpS7	2
FBgn0032242	CG5355	2
FBgn0032243	Klp31E	2
FBgn0032244	RfC3	2
FBgn0032246	Wdfy2	2
FBgn0032247	CG5188	2
FBgn0032248	Bug22	2
FBgn0032249	TBC1D16	2
FBgn0032250	holn1	2
FBgn0032251	Nse4	2
FBgn0032256	RluA-2	2
FBgn0032258	Cog4	2
FBgn0032259	CG6144	2
FBgn0032261	CG6094	2
FBgn0032280	CG17105	1
FBgn0032283	CG7296	1
FBgn0032284	CG7294	2
FBgn0032285	CG17108	2
FBgn0032290	CG6443	2
FBgn0032291	CG17118	2
FBgn0032292	EMC3	2
FBgn0032293	Dpy-30L1	2
FBgn0032295	CG12299	2
FBgn0032296	CG6729	2
FBgn0032297	CG17124	2
FBgn0032298	CG6724	2
FBgn0032305	CG6700	2
FBgn0032321	YL-1	2
FBgn0032329	Art8	2
FBgn0032330	Samuel	2
FBgn0032335	CG14915	2
FBgn0032339	Wdr59	2
FBgn0032341	Reps	2
FBgn0032343	Idua	2
FBgn0032345	Dnaaf4	2
FBgn0032346	Csl4	2
FBgn0032348	CG4751	2
FBgn0032350	Phgdh	2
FBgn0032354	Boh2	2
FBgn0032358	Ppt2	2
FBgn0032363	Dlg5	2
FBgn0032377	CG14937	2
FBgn0032378	CycY	2
FBgn0032382	Mal-B2	2
FBgn0032388	CG6686	2
FBgn0032390	dgt2	2
FBgn0032391	escl	2
FBgn0032393	Nfs1	2
FBgn0032394	Hacd1	2
FBgn0032395	Wdr81	2
FBgn0032397	Tom70	2
FBgn0032398	CG6766	2
FBgn0032399	CG6785	2
FBgn0032400	CG6770	2
FBgn0032401	Plzf	2
FBgn0032402	PLCXD	2
FBgn0032405	firl	2
FBgn0032407	Pex19	2
FBgn0032408	CG6712	2
FBgn0032409	Ced-12	2
FBgn0032414	CG17211	2
FBgn0032420	CG6583	2
FBgn0032421	crok	2
FBgn0032422	atilla	2
FBgn0032428	Fam92	2
FBgn0032429	CG5446	2
FBgn0032430	Trm1	2
FBgn0032431	CG5435	2
FBgn0032444	CCT4	2
FBgn0032445	CG6153	2
FBgn0032446	IFT43	2
FBgn0032447	PICK1	2
FBgn0032449	CG17036	2
FBgn0032450	CG5776	2
FBgn0032451	spict	2
FBgn0032452	CG15484	2
FBgn0032453	CG6180	2
FBgn0032454	CG5787	2
FBgn0032455	Pih1D1	2
FBgn0032456	MRP	2
FBgn0032462	CG16800	2
FBgn0032465	Yip1d1	2
FBgn0032467	Ube4B	2
FBgn0032474	DnaJ-H	2
FBgn0032475	Sfmbt	2
FBgn0032476	CG5439	2
FBgn0032477	Alg7	2
FBgn0032479	CG16974	2
FBgn0032480	Edem2	2
FBgn0032481	CG16972	2
FBgn0032482	Pect	2
FBgn0032485	CG9426	2
FBgn0032486	mRF1	2
FBgn0032487	Ski6	2
FBgn0032488	CG16812	2
FBgn0032495	CG16820	1
FBgn0032499	Uvrag	2
FBgn0032509	Grx3	2
FBgn0032511	ND-B22	2
FBgn0032512	Bdp1	2
FBgn0032513	Stard7	2
FBgn0032514	CG9302	2
FBgn0032515	loqs	2
FBgn0032516	Ing5	2
FBgn0032517	CG7099	2
FBgn0032518	RpL24	2
FBgn0032521	CG7110	2
FBgn0032524	Hacd2	2
FBgn0032533	CG16888	2
FBgn0032538	Vajk2	2
FBgn0032582	CG13258	2
FBgn0032586	Tpr2	2
FBgn0032590	CG4631	3
FBgn0032595	CG17996	2
FBgn0032596	Prosbeta4	2
FBgn0032597	Nubp1	2
FBgn0032600	BuGZ	2
FBgn0032601	yellow-b	2
FBgn0032614	CG13284	2
FBgn0032620	CG12288	2
FBgn0032633	Lrch	2
FBgn0032634	Polr2J	2
FBgn0032635	CG15141	2
FBgn0032639	CG18563	3
FBgn0032640	Sgt	2
FBgn0032642	Lamtor3	2
FBgn0032643	GCS2beta	2
FBgn0032644	CG5131	2
FBgn0032646	mEFTs	2
FBgn0032656	CG5674	2
FBgn0032665	CG15152	2
FBgn0032666	CG5758	2
FBgn0032671	JMJD4	2
FBgn0032680	Ntf-2r	2
FBgn0032681	CG10283	2
FBgn0032682	grnd	2
FBgn0032683	kon	2
FBgn0032685	CG10211	2
FBgn0032688	CG15160	2
FBgn0032689	CG10413	2
FBgn0032690	CG10333	2
FBgn0032691	Atac2	2
FBgn0032693	Cyp310a1	2
FBgn0032694	MESR3	2
FBgn0032698	CG10336	2
FBgn0032699	CG10383	2
FBgn0032700	CG10338	2
FBgn0032701	CG10341	2
FBgn0032702	CG10376	2
FBgn0032703	CG10343	2
FBgn0032704	Jwa	2
FBgn0032705	Grip71	2
FBgn0032713	Ugt36D1	2
FBgn0032715	CG17597	2
FBgn0032717	CG10600	2
FBgn0032720	mRpL13	2
FBgn0032721	CG10602	2
FBgn0032723	ssp3	2
FBgn0032724	CG10428	2
FBgn0032725	Nedd8	2
FBgn0032726	CG10621	1
FBgn0032727	Bhmt	2
FBgn0032728	Tango6	2
FBgn0032729	L2HGDH	2
FBgn0032730	CG10431	2
FBgn0032731	Swip-1	2
FBgn0032732	EMC5	2
FBgn0032744	Ttc19	2
FBgn0032746	CG10470	2
FBgn0032748	CG10492	2
FBgn0032750	Dus4	2
FBgn0032751	CG17343	2
FBgn0032763	CG17568	2
FBgn0032774	CG17549	2
FBgn0032775	CG17544	2
FBgn0032779	Alp12	2
FBgn0032781	RtcB	2
FBgn0032782	Rab9	2
FBgn0032783	CG10237	2
FBgn0032785	mcw	2
FBgn0032787	CG10195	2
FBgn0032790	CG10194	2
FBgn0032791	CG18094	2
FBgn0032793	Ctu2	2
FBgn0032796	cyst	2
FBgn0032799	Dpm1	2
FBgn0032801	CG10165	2
FBgn0032803	CG13082	2
FBgn0032804	CG13081	1
FBgn0032805	CG10337	2
FBgn0032811	Pmvk	2
FBgn0032812	Hakai	2
FBgn0032813	PCNA2	2
FBgn0032814	CG10366	2
FBgn0032815	CG10462	2
FBgn0032816	Nf-YB	2
FBgn0032817	CG10631	2
FBgn0032818	CG10628	2
FBgn0032819	Dus3	2
FBgn0032820	Fbp	2
FBgn0032821	CdGAPr	2
FBgn0032822	CG10466	2
FBgn0032833	COX4	2
FBgn0032835	CG16772	3
FBgn0032843	CG10730	2
FBgn0032845	CG10747	2
FBgn0032846	Pyroxd1	2
FBgn0032847	Taf13	2
FBgn0032848	nesd	2
FBgn0032849	mRpS18B	2
FBgn0032856	CG16798	2
FBgn0032858	CG10949	2
FBgn0032859	Arpc2	2
FBgn0032863	Cdc23	2
FBgn0032864	CG2493	2
FBgn0032869	CG17470	2
FBgn0032870	CG2608	2
FBgn0032871	CG2611	2
FBgn0032873	CG2614	2
FBgn0032876	Cen	2
FBgn0032877	CG2617	2
FBgn0032880	TM9SF2	2
FBgn0032881	Amacr	2
FBgn0032882	Ns4	2
FBgn0032883	Rhau	2
FBgn0032884	Pomp	2
FBgn0032886	CG9328	2
FBgn0032888	CheB38c	2
FBgn0032889	CG9331	2
FBgn0032897	bero	2
FBgn0032899	CG9338	2
FBgn0032907	Nthl1	2
FBgn0032910	CG9265	2
FBgn0032913	CG9259	2
FBgn0032916	CG9257	2
FBgn0032919	pths	2
FBgn0032921	Mpp6	2
FBgn0032922	Coq3	2
FBgn0032923	Pld3	2
FBgn0032924	Nbr	2
FBgn0032925	Noc2	2
FBgn0032929	Mcm10	2
FBgn0032934	CG8679	2
FBgn0032935	Atg18b	2
FBgn0032938	CG8671	2
FBgn0032940	Mondo	2
FBgn0032943	Tsp39D	2
FBgn0032949	Lamp1	2
FBgn0032955	CG2201	2
FBgn0032956	Cul2	2
FBgn0032957	CG2225	2
FBgn0032961	CG1416	2
FBgn0032974	CG3651	2
FBgn0032979	Clamp	2
FBgn0032986	Nubpl	2
FBgn0032987	RpL21	2
FBgn0032988	Tif-IA	2
FBgn0032997	CG17486	2
FBgn0033000	CG14464	2
FBgn0033005	CG3107	2
FBgn0033010	Atf6	2
FBgn0033015	d4	2
FBgn0033017	CG10465	2
FBgn0033019	CG10395	2
FBgn0033020	COX4L	3
FBgn0033021	CG10417	2
FBgn0033028	hrm	2
FBgn0033029	Not3	2
FBgn0033032	kune	2
FBgn0033033	scaf	2
FBgn0033038	CG7791	2
FBgn0033050	Pngl	2
FBgn0033051	Strica	2
FBgn0033052	SCAP	2
FBgn0033055	Tbce	2
FBgn0033060	CG7849	2
FBgn0033061	SmydA-5	3
FBgn0033062	Ars2	2
FBgn0033063	CG14589	2
FBgn0033072	CG17994	3
FBgn0033074	tomboy40	2
FBgn0033079	Fmo-2	2
FBgn0033081	geminin	2
FBgn0033085	CG15908	2
FBgn0033086	CG9410	2
FBgn0033087	Hsepi	2
FBgn0033088	PGAP3	2
FBgn0033089	CG17266	2
FBgn0033090	CG15909	2
FBgn0033092	Rpp25	2
FBgn0033093	CG3270	2
FBgn0033100	CG3420	2
FBgn0033101	CG9436	2
FBgn0033104	CG15237	2
FBgn0033113	Spn42Dc	2
FBgn0033115	Spn42De	2
FBgn0033117	CG3358	2
FBgn0033121	Cyp6u1	2
FBgn0033122	CG17002	2
FBgn0033124	Tsp42Ec	2
FBgn0033127	Tsp42Ef	2
FBgn0033130	Tsp42Ei	2
FBgn0033131	CR12842	1
FBgn0033132	Tsp42Ej	2
FBgn0033134	Tsp42El	1
FBgn0033137	Tsp42Ep	2
FBgn0033153	Gadd45	3
FBgn0033155	Br140	2
FBgn0033158	CG12164	1
FBgn0033159	Dscam1	2
FBgn0033160	Dhx15	2
FBgn0033166	Eaf	2
FBgn0033169	CG11123	2
FBgn0033170	sPLA2	2
FBgn0033174	CG11125	2
FBgn0033177	CG11141	2
FBgn0033178	CG11127	2
FBgn0033179	p47	2
FBgn0033183	CG1620	2
FBgn0033184	mEFTu2	2
FBgn0033185	cliff	2
FBgn0033186	CG1602	2
FBgn0033187	PIG-G	2
FBgn0033188	Drat	2
FBgn0033191	CG1598	2
FBgn0033194	Vps13	2
FBgn0033195	CG1360	2
FBgn0033199	ima	2
FBgn0033205	Rdh1	2
FBgn0033206	DCTN4-p62	2
FBgn0033208	mRpL52	2
FBgn0033209	CG12107	2
FBgn0033210	U2A	2
FBgn0033212	LRR	2
FBgn0033221	CG12825	2
FBgn0033224	Nop17l	2
FBgn0033225	TTLL12	2
FBgn0033226	puml	2
FBgn0033229	CG12822	2
FBgn0033232	CG12159	2
FBgn0033233	Kdm4A	2
FBgn0033235	CG8728	2
FBgn0033236	CG14764	2
FBgn0033240	CG2906	2
FBgn0033241	CG2915	2
FBgn0033244	CG8726	2
FBgn0033246	ACC	2
FBgn0033247	Nup44A	2
FBgn0033258	uno	2
FBgn0033259	Tmem63	2
FBgn0033260	Cul4	2
FBgn0033261	udd	2
FBgn0033264	Nup50	2
FBgn0033265	coil	2
FBgn0033266	Socs44A	2
FBgn0033268	Obp44a	3
FBgn0033272	RagC-D	2
FBgn0033273	Gasz	2
FBgn0033274	CG14757	2
FBgn0033304	Cyp6a13	2
FBgn0033308	CG8736	2
FBgn0033309	Lnpk	2
FBgn0033313	Cirl	2
FBgn0033315	beta3GalTII	2
FBgn0033316	Gle1	2
FBgn0033317	CG8635	2
FBgn0033337	CG8272	2
FBgn0033339	Sec31	2
FBgn0033340	CG13751	2
FBgn0033341	MrgBP	2
FBgn0033347	CG8248	2
FBgn0033348	Spt	2
FBgn0033349	CG8243	2
FBgn0033350	CG8237	2
FBgn0033351	AIMP1	2
FBgn0033352	PAN2	2
FBgn0033353	BaraB	2
FBgn0033354	FANCI	2
FBgn0033356	CG8229	2
FBgn0033357	Tom7	2
FBgn0033362	CG8172	2
FBgn0033365	CG8170	2
FBgn0033367	PPO2	1
FBgn0033372	CG13742	2
FBgn0033373	Nadk2	2
FBgn0033374	Boot	2
FBgn0033375	Ctu1	2
FBgn0033376	CG8777	2
FBgn0033377	Pgm2a	2
FBgn0033378	tsu	2
FBgn0033379	Mys45A	2
FBgn0033380	Phax	2
FBgn0033381	GstE13	2
FBgn0033382	Hydr1	2
FBgn0033389	Rad51D	2
FBgn0033392	Gnptab	2
FBgn0033395	Cyp4p2	1
FBgn0033400	CG2063	2
FBgn0033401	Cog6	2
FBgn0033402	Myd88	2
FBgn0033408	ODA-Dnal1	2
FBgn0033413	prel	2
FBgn0033421	CG1888	2
FBgn0033426	Nt5c	2
FBgn0033427	Smyd4-1	2
FBgn0033428	Urod	2
FBgn0033429	CG12929	2
FBgn0033431	CG1827	2
FBgn0033434	CG1902	2
FBgn0033438	Mmp2	2
FBgn0033443	CG1698	2
FBgn0033446	CG1648	2
FBgn0033449	CG1663	2
FBgn0033450	Lsm11	2
FBgn0033451	Marc	2
FBgn0033453	Sting	2
FBgn0033454	CG1671	2
FBgn0033457	Ntmt	2
FBgn0033458	Lime	1
FBgn0033459	CG12744	2
FBgn0033460	Sec24AB	2
FBgn0033463	CG1513	2
FBgn0033464	CG1441	2
FBgn0033467	Pdrg1	2
FBgn0033468	CG1418	2
FBgn0033471	CG12134	2
FBgn0033473	ptch	2
FBgn0033474	CG1407	2
FBgn0033475	CG12129	2
FBgn0033476	oys	2
FBgn0033479	PIG-N	2
FBgn0033480	mRpL42	2
FBgn0033482	CG1371	2
FBgn0033483	egr	2
FBgn0033485	RpLP0-like	2
FBgn0033486	dmpd	2
FBgn0033491	CG18011	2
FBgn0033501	CG12911	3
FBgn0033504	CAP	2
FBgn0033507	CG12909	2
FBgn0033518	Prx6c	2
FBgn0033519	CG11825	2
FBgn0033520	Prx6b	2
FBgn0033521	CG12896	2
FBgn0033523	CG12895	2
FBgn0033526	Caf1-105	2
FBgn0033527	CG11777	2
FBgn0033528	trsn	2
FBgn0033529	Pef	2
FBgn0033538	CG11883	2
FBgn0033539	Git	2
FBgn0033540	Elp2	2
FBgn0033543	Daao1	2
FBgn0033544	CG7220	2
FBgn0033547	CG12935	2
FBgn0033548	Nop10	2
FBgn0033549	mms4	2
FBgn0033550	CG12341	2
FBgn0033551	CG7222	2
FBgn0033554	Lsm10	2
FBgn0033555	RpS15Ab	2
FBgn0033556	CG12343	2
FBgn0033557	CG12325	2
FBgn0033564	Pex6	2
FBgn0033566	CG18004	2
FBgn0033569	CG12942	2
FBgn0033570	ND-B14	2
FBgn0033571	Polr2E	2
FBgn0033574	Spn47C	3
FBgn0033578	BBS4	1
FBgn0033581	CG12391	2
FBgn0033592	CG13215	1
FBgn0033593	Listericin	3
FBgn0033598	Cpr47Eb	2
FBgn0033600	Cpr47Ec	1
FBgn0033605	CG9067	2
FBgn0033607	Uaf1	2
FBgn0033608	CG13220	2
FBgn0033609	Fbl6	2
FBgn0033610	CG18335	2
FBgn0033615	CG7741	2
FBgn0033616	CG7745	2
FBgn0033623	CG13202	2
FBgn0033624	CG12384	2
FBgn0033627	CG13204	2
FBgn0033631	Sod3	2
FBgn0033635	Prip	1
FBgn0033636	tou	2
FBgn0033638	atos	2
FBgn0033639	CG9003	2
FBgn0033649	pyr	2
FBgn0033652	ths	2
FBgn0033653	CG13192	2
FBgn0033654	Sobp	2
FBgn0033656	S2P	2
FBgn0033658	Twdlbeta	2
FBgn0033659	Damm	3
FBgn0033661	CG13185	2
FBgn0033663	ERp60	2
FBgn0033665	Zip48C	2
FBgn0033668	exp	2
FBgn0033669	PI31	2
FBgn0033672	rho-7	2
FBgn0033673	CG8298	2
FBgn0033677	CG8321	2
FBgn0033683	CG18343	1
FBgn0033686	Hen1	2
FBgn0033688	Prp8	2
FBgn0033691	CG8860	2
FBgn0033692	wash	2
FBgn0033696	Cyp6g2	2
FBgn0033698	CG8858	2
FBgn0033699	RpS11	2
FBgn0033702	CG8854	2
FBgn0033712	mIF3	2
FBgn0033713	CG8841	2
FBgn0033715	CG8490	2
FBgn0033716	Den1	2
FBgn0033717	CG8839	2
FBgn0033724	CG8501	2
FBgn0033725	Cpr49Ac	2
FBgn0033730	Cpr49Ag	2
FBgn0033731	Cpr49Ah	2
FBgn0033732	CG13157	2
FBgn0033734	CG8520	2
FBgn0033735	Dera	2
FBgn0033736	CG13154	2
FBgn0033737	Nup54	2
FBgn0033738	DUBAI	2
FBgn0033739	Dyb	2
FBgn0033740	dgt5	2
FBgn0033741	CG8545	2
FBgn0033748	vis	2
FBgn0033749	achi	2
FBgn0033750	CG13151	2
FBgn0033751	CG8818	2
FBgn0033752	CG8569	2
FBgn0033753	Cyp301a1	2
FBgn0033754	Ak6	2
FBgn0033755	ClC-b	2
FBgn0033756	CG17760	3
FBgn0033757	muskelin	2
FBgn0033761	CG8778	2
FBgn0033762	ZnT49B	2
FBgn0033766	Nup188	2
FBgn0033769	CG8768	2
FBgn0033773	Mos	2
FBgn0033777	CG17574	2
FBgn0033781	CG13319	2
FBgn0033783	CG17019	2
FBgn0033784	SCCRO3	2
FBgn0033785	Sans	2
FBgn0033798	CG15870	2
FBgn0033799	GLaz	2
FBgn0033802	CG17724	2
FBgn0033806	FLASH	2
FBgn0033808	Tmem186	2
FBgn0033809	CG4630	3
FBgn0033810	CG4646	2
FBgn0033812	Pex13	2
FBgn0033813	fsd	2
FBgn0033814	Qsox1	2
FBgn0033815	CG4676	2
FBgn0033816	Ptcd3	2
FBgn0033836	Gns	3
FBgn0033842	cbc	2
FBgn0033844	bbc	2
FBgn0033845	mars	2
FBgn0033846	mip120	2
FBgn0033853	Nadk1a	2
FBgn0033855	link	2
FBgn0033859	fand	2
FBgn0033866	CG6280	2
FBgn0033871	CG13339	2
FBgn0033875	CG6357	2
FBgn0033879	Echs1	2
FBgn0033883	Mecr	2
FBgn0033884	CG13344	2
FBgn0033885	DJ-1alpha	2
FBgn0033886	Rpn13	2
FBgn0033889	CG6701	1
FBgn0033890	Ctf4	2
FBgn0033891	CG8067	2
FBgn0033897	Rcd1	2
FBgn0033899	CG13016	2
FBgn0033900	CysRS-m	2
FBgn0033901	O-fut1	2
FBgn0033902	eIF3m	2
